,Fecha,Costo_Directo,Costo_Indirecto,Peso_Promedio,Incremento,Incremento semanal(promedio),Sobrevivencia,Biomasa,Biomasa_Hectarea,Balanceado,Balanceado hectárea,Balanceado_Costo,Conversión_alimenticia,Comentario,FCA
0,2023-05-30,1194.85,3943.0599999999995,2.5,,,100.0,7881.53,716.5,0,0,0.0,,,
1,2023-05-31,318.0,4920.4800000000005,2.5,0.0,,100.0,7881.53,716.5,385,35,266.39,,nicovita kr1 ,
2,2023-06-01,240.04,2323.2200000000003,2.5,0.0,,100.0,7881.53,716.5,385,35,194.96,,nicovita  finalis 2.0 ,
3,2023-06-02,240.04,5102.359999999999,2.5,0.0,,100.0,7881.53,716.5,385,35,194.96,,nicovita  finalis 2.0 ,
4,2023-06-03,240.04,732.0799999999999,2.5,0.0,,100.0,7881.53,716.5,385,35,194.96,,nicovita  finalis 2.0 ,
5,2023-06-04,240.04,2766.33,2.5,0.0,1.5,100.0,7881.53,716.5,385,35,194.96,0.24,nicovita  finalis 2.0 ,154.0
6,2023-06-05,289.98,3354.569999999999,2.7928571428571427,0.2928571428571427,,99.57142857142857,8743.318571428572,794.8442857142858,550,50,278.52,,nicovita  finalis 2.0 ,196.9309462915601
7,2023-06-06,289.95,1364.67,3.0857142857142854,0.2928571428571427,,99.14285714285714,9605.107142857143,873.1885714285714,550,50,278.52,,nicovita  finalis 2.0 ,178.24074074074076
8,2023-06-07,286.44,2030.3300000000004,3.3785714285714286,0.29285714285714315,,98.71428571428571,10466.895714285714,951.5328571428572,550,50,278.52,,nicovita  finalis 2.0 ,162.7906976744186
9,2023-06-08,343.72,1764.1800000000005,3.6714285714285713,0.2928571428571427,,98.28571428571429,11328.684285714286,1029.8771428571429,660,60,334.22,,nicovita  finalis 2.0 ,179.76653696498056
10,2023-06-09,338.08,1153.79,3.964285714285714,0.2928571428571427,,97.85714285714286,12190.472857142857,1108.2214285714285,660,60,331.18,,"nicovita  finalis 2.0 (50.00%), nicovita  finalis 2.5 (50.00%)",166.4864864864865
11,2023-06-10,340.68,3433.2400000000002,4.257142857142857,0.29285714285714315,,97.42857142857143,13052.261428571428,1186.5657142857144,660,60,331.18,,"nicovita  finalis 2.0 (50.00%), nicovita  finalis 2.5 (50.00%)",155.03355704697987
12,2023-06-11,340.68,1006.74,4.55,0.2928571428571427,1.78,97.0,13914.05,1264.91,660,60,331.18,0.45,"nicovita  finalis 2.0 (50.00%), nicovita  finalis 2.5 (50.00%)",145.05494505494505
13,2023-06-12,445.63,1136.74,4.8999999999999995,0.34999999999999964,,96.85714285714286,14952.834285714285,1359.3457142857144,880,80,445.63,,nicovita  finalis 2.0 ,179.59183673469389
14,2023-06-13,445.63,1693.54,5.25,0.35000000000000053,,96.71428571428571,15991.618571428571,1453.7814285714287,880,80,445.63,,nicovita  finalis 2.0 ,167.61904761904762
15,2023-06-14,445.63,4097.490000000001,5.6,0.34999999999999964,,96.57142857142857,17030.402857142857,1548.2171428571428,880,80,445.63,,nicovita  finalis 2.0 ,157.14285714285714
16,2023-06-15,492.2,1485.7199999999998,5.95,0.35000000000000053,,96.42857142857143,18069.187142857143,1642.652857142857,990,90,492.2,,nicovita  finalis 2.5 ,166.38655462184875
17,2023-06-16,492.2,1062.3600000000001,6.3,0.34999999999999964,,96.28571428571429,19107.97142857143,1737.0885714285714,990,90,492.2,,nicovita  finalis 2.5 ,157.14285714285714
18,2023-06-17,492.2,989.5,6.65,0.35000000000000053,,96.14285714285714,20146.755714285715,1831.5242857142857,990,90,492.2,,nicovita  finalis 2.5 ,148.8721804511278
19,2023-06-18,492.2,989.5,7.0,0.34999999999999964,2.0,96.0,21185.54,1925.96,990,90,492.2,0.6,nicovita  finalis 2.5 ,141.42857142857142
20,2023-06-19,603.13,1800.3599999999997,7.285714285714286,0.2857142857142856,,96.0,22050.255714285715,2004.57,1100,100,546.89,,nicovita  finalis 2.5 ,150.98039215686273
21,2023-06-20,546.89,4045.460000000001,7.571428571428571,0.2857142857142856,,96.0,22914.97142857143,2083.18,1100,100,546.89,,nicovita  finalis 2.5 ,145.28301886792454
22,2023-06-21,546.89,1174.01,7.857142857142857,0.2857142857142856,,96.0,23779.687142857143,2161.79,1100,100,546.89,,nicovita  finalis 2.5 ,140.0
23,2023-06-22,601.58,1175.1999999999998,8.142857142857142,0.2857142857142856,,96.0,24644.402857142857,2240.4,1210,110,601.58,,nicovita  finalis 2.5 ,148.5964912280702
24,2023-06-23,601.58,1795.1399999999999,8.428571428571429,0.2857142857142865,,96.0,25509.11857142857,2319.01,1210,110,601.58,,nicovita  finalis 2.5 ,143.5593220338983
25,2023-06-24,601.58,3355.7400000000007,8.714285714285714,0.2857142857142847,,96.0,26373.834285714285,2397.62,1210,110,601.58,,nicovita  finalis 2.5 ,138.85245901639345
26,2023-06-25,601.58,1158.3,9.0,0.2857142857142865,2.0,96.0,27238.55,2476.23,1210,110,601.58,0.77,nicovita  finalis 2.5 ,134.44444444444446
